,word,pfgw,freq,OR,LOR
0,dab,1.0,1,1.0,0.0
1,probably,0.5092445853143159,1893,1.03772239322587,0.03702830506848484
2,particles,1.0,3,1.0,0.0
3,antibiotics,0.0,1,1.0,0.0
4,mailbox,1.0,3,1.0,0.0
5,taxachusetts,0.0,1,1.0,0.0
6,essentially,0.5,42,1.0,0.0
7,memorized,0.0,3,1.0,0.0
8,delinquents,1.0,1,1.0,0.0
9,conceive,0.0,5,1.0,0.0
10,spouse,0.3333333333333333,12,0.49999738897258683,-0.6931524026284066
11,fourths,1.0,2,1.0,0.0
12,some,0.4913494809688581,4046,0.9658978877192987,-0.034697156651644974
13,customers,0.5882352941176471,17,1.428577023673998,0.3566788605028613
14,jonathan,0.0,4,1.0,0.0
15,italians,0.75,4,3.0000078330720132,1.0986148996887053
16,warrantee,0.0,2,1.0,0.0
17,focuses,1.0,1,1.0,0.0
18,outraged,0.0,1,1.0,0.0
19,shine,0.8,5,4.000015666164479,1.3862982776533406
20,schooling,0.33333333333333337,21,0.499995430684131,-0.6931563192334409
21,assembled,1.0,4,1.0,0.0
22,monetary,0.7142857142857143,7,2.500009791365582,0.9162946484127181
23,sealing,0.0,2,1.0,0.0
24,divisive,0.0,1,1.0,0.0
25,texan,0.28125,32,0.39129719583474837,-0.938287916071161
26,chengdu,1.0,5,1.0,0.0
27,cadets,0.0,2,1.0,0.0
28,next,0.4810379241516966,501,0.926900077702107,-0.07590951027026724
29,collisions,0.0,1,1.0,0.0
30,coast,0.5882352941176471,51,1.4285882143174207,0.3566866938918959
31,trucks,0.42424242424242425,33,0.7368372954130246,-0.30538817722623945
32,pearls,0.0,3,1.0,0.0
33,towering,0.0,1,1.0,0.0
34,weirdest,0.8,5,4.000015666164479,1.3862982776533406
35,lieu,0.0,4,1.0,0.0
36,encovilla,0.0,1,1.0,0.0
37,heartbeats,0.0,2,1.0,0.0
38,brutal,0.3333333333333333,6,0.49999869448970213,-0.6931497915839497
39,calming,1.0,1,1.0,0.0
