,word,pfgw,freq,OR,LOR
0,humming,0.0,1,1.0,0.0
1,dab,1.0,1,1.0,0.0
2,probably,0.4972129319955407,1794,0.9889006001129194,-0.01116145785743343
3,particles,1.0,4,1.0,0.0
4,extradition,0.0,2,1.0,0.0
5,antibiotics,0.0,3,1.0,0.0
6,mailbox,1.0,3,1.0,0.0
7,essentially,0.275,40,0.3793014312387525,-0.9694240569256909
8,memorized,0.0,7,1.0,0.0
9,delinquents,1.0,3,1.0,0.0
10,conceive,0.0,1,1.0,0.0
11,spouse,0.3,10,0.4285691905508534,-0.8473030824488472
12,anderson,0.0,1,1.0,0.0
13,some,0.4960668633235005,4068,0.9843490111704334,-0.015774758667331808
14,customers,0.6,20,1.5000078331640498,0.4054703302038958
15,jonathan,0.0,1,1.0,0.0
16,italians,0.0,1,1.0,0.0
17,warrantee,0.0,1,1.0,0.0
18,outraged,0.0,1,1.0,0.0
19,janet,1.0,5,1.0,0.0
20,shine,0.6666666666666666,3,2.0000026110205957,0.693148486069391
21,schooling,0.38461538461538464,13,0.6249975521586044,-0.47000754579963816
22,assembled,1.0,3,1.0,0.0
23,monetary,0.4444444444444444,9,0.7999989555890348,-0.22314485682876847
24,sealing,0.0,3,1.0,0.0
25,texan,0.411764705882353,34,0.699994516770848,-0.3566827771539148
26,chengdu,1.0,3,1.0,0.0
27,cadets,0.0,1,1.0,0.0
28,next,0.45098039215686275,459,0.8213803012543901,-0.19676905966301522
29,collisions,0.0,4,1.0,0.0
30,overflows,1.0,3,1.0,0.0
31,trucks,0.475,40,0.9047595423575067,-0.10008606963893668
32,coast,0.5,48,1.0,0.0
33,pearls,0.0,2,1.0,0.0
34,towering,0.0,4,1.0,0.0
35,weirdest,0.8571428571428571,7,6.00003916551346,1.7917659967923272
36,lieu,0.16666666666666666,6,0.1999989555931252,-1.6094431344821092
37,encovilla,0.0,2,1.0,0.0
38,heartbeats,0.3333333333333333,3,0.4999993472457033,-0.693148486069391
39,brutal,0.42857142857142855,7,0.7499990208659983,-0.28768337796463533
40,calming,1.0,2,1.0,0.0
41,connery,0.6666666666666666,6,2.0000052220548263,0.6931497915839497
42,movers,0.0,2,1.0,0.0
43,closer,0.5961538461538463,52,1.4762097487388137,0.3894778222737606
44,mowers,1.0,1,1.0,0.0
45,regular,0.6079545454545454,176,1.5508015787335083,0.43877194482644044
46,impression,0.4,10,0.6666649259817244,-0.40546771913898644
47,transaction,1.0,1,1.0,0.0
48,retarded,1.0,3,1.0,0.0
49,overcrowding,0.0,5,1.0,0.0
50,pronounce,1.0,4,1.0,0.0
51,unraveling,0.0,2,1.0,0.0
52,windstorm,1.0,1,1.0,0.0
53,signal,0.16666666666666666,6,0.1999989555931252,-1.6094431344821092
54,battled,0.0,1,1.0,0.0
55,drank,0.4,5,0.666665796326468,-0.40546641361931446
56,tripped,1.0,1,1.0,0.0
57,weakened,0.0,3,1.0,0.0
58,physiology,0.0,1,1.0,0.0
59,atlanta,0.40476190476190477,42,0.6799928978849014,-0.3856729251534364
60,samna,0.0,5,1.0,0.0
61,repertory,1.0,1,1.0,0.0
62,enlightened,1.0,1,1.0,0.0
63,tastes,0.6799999999999999,25,2.1250249683733937,0.753783552130125
64,directing,1.0,3,1.0,0.0
65,egalitarian,1.0,1,1.0,0.0
66,conspired,1.0,2,1.0,0.0
67,rochester,0.3888888888888889,18,0.6363603132248226,-0.4519903458319712
68,reevaluated,0.0,1,1.0,0.0
69,stem,0.3333333333333333,3,0.4999993472457033,-0.693148486069391
70,erase,0.5,4,1.0,0.0
71,mormons,0.0,1,1.0,0.0
72,inertia,1.0,2,1.0,0.0
73,wayside,1.0,4,1.0,0.0
74,kiwis,1.0,1,1.0,0.0
75,sting,0.0,2,1.0,0.0
76,marks,0.5,8,1.0,0.0
77,save,0.4476190476190476,105,0.8103331898538242,-0.2103097703964704
78,afterwards,0.5294117647058824,17,1.125001468712507,0.11778434117775965
79,federal,0.26530612244897955,98,0.3610894244550049,-1.0186296381533393
80,tokyo,1.0,3,1.0,0.0
81,yuppie,1.0,6,1.0,0.0
82,vocation,0.5,4,1.0,0.0
83,categories,0.5,6,1.0,0.0
84,relates,0.75,4,3.0000078330720132,1.0986148996887053
85,objectivity,1.0,1,1.0,0.0
86,contradictory,0.0,1,1.0,0.0
87,examinations,0.0,3,1.0,0.0
88,accurately,0.0,7,1.0,0.0
89,films,0.29411764705882354,17,0.4166628589133847,-0.8754778760035339
90,marked,0.2857142857142857,14,0.39999686676710416,-0.9162985649870734
91,prunes,1.0,1,1.0,0.0
92,providers,1.0,3,1.0,0.0
93,torrents,0.0,1,1.0,0.0
94,rubber,0.8,5,4.000015666164479,1.3862982776533406
